CompanyName,ISIN,NSECode,BSECode,Date,MFList,BTTDate,CompanyCode,YearEnding,Months,Quarter,Sales,Expenses,EBIDTA,Interest,Depreciation,Extraordinary,OPM,Tax,PATRAW,PAT,Equity,Reserves,EPS,NPM,Ext_Flag,Q1 EPS Growth,Q1 Sales Growth,Q2 EPS,Q2 EPS Growth,Q2 Sales,Q2 Sales Growth,EPS Rating,TTM1 EPS,TTM1 Sales,TTM2 EPS,TTM2 Sales,TTM3 EPS,TTM3 Sales
Great Eastern Shipping Company Ltd.,INE017A01032,GESHIP,500620.000000,2024-02-01,True,2024-02-01,16580004.000000,2023-12-31,3.000000,3.000000,11102700000.000000,4241900000.000000,6860800000.000000,503000000.000000,1251900000.000000,0.000000,5105900000.000000,228200000.000000,4877700000.000000,4877700000.000000,1427700000.000000,0.000000,3.416474,43.932557,False,-19.200570,-11.971362,3.751138,-22.117678,11815200000.000000,-15.730313,67.656250,16.57127949747835,2.190151811962241,-65.81708576707376,-92.84807460804075,841.1193317269076,6946.572106635883
Shipping Corporation of India Ltd.,INE109A01011,SCI,523598.000000,2023-12-31,True,2024-02-01,16580017.000000,2023-12-31,3.000000,3.000000,13628600000.000000,9233700000.000000,4394900000.000000,397500000.000000,2510500000.000000,0.000000,1486900000.000000,166400000.000000,1320500000.000000,1320500000.000000,4658000000.000000,0.000000,0.283491,9.689183,False,-48.962239,-11.511216,0.087355,-63.289426,11617500000.000000,-20.333683,-21.021587,13.547404502070892,-11.24352165823194,-17.99471152278768,26.495629061564298,9.63467199337187,744.831265052955
Seamec Ltd.,INE497B01018,SEAMECLTD,526807.000000,2023-12-31,True,2024-02-01,16580018.000000,2023-12-31,3.000000,3.000000,2052200000.000000,1112300000.000000,939900000.000000,31100000.000000,262500000.000000,0.000000,646300000.000000,14700000.000000,631600000.000000,631600000.000000,254300000.000000,0.000000,2.483681,30.776727,False,888.419405,113.949124,0.080220,,769700000.000000,,937.070580,92.1539908278213,29.24945223447366,3574.666495097231,821.3482893751232,168.07202459376373,40419.169329073484
Transport Corporation of India Ltd.,INE688A01022,TCI,532349.000000,2023-12-31,True,2024-02-01,16590001.000000,2023-12-31,3.000000,3.000000,9445000000.000000,8058000000.000000,1387000000.000000,25000000.000000,307000000.000000,0.000000,1055000000.000000,99000000.000000,956000000.000000,956000000.000000,155000000.000000,0.000000,6.167742,10.121758,False,0.272708,3.823154,4.322581,16.704407,9120000000.000000,6.233037,104.316517,5.802029092832578,7.303424605216015,7.170591233309582,-76.6303226214398,977.4636686390533,208.92972780238264
Allcargo Gati Ltd.,INE152B01027,GATI,532345.000000,2023-12-31,True,2024-02-01,16590029.000000,2023-12-31,3.000000,3.000000,556900000.000000,537200000.000000,19700000.000000,100000.000000,1400000.000000,266900000.000000,285100000.000000,0.000000,285100000.000000,285100000.000000,260500000.000000,0.000000,1.094434,51.194110,False,22013.931788,-12.834559,0.094122,48.363082,592900000.000000,-12.512911,4766.009635,1171.2416949653036,-7.6816893272093605,78.03011625399776,-11.049823052344438,-134.27871089132717,343.6565375140134
Bajaj Electricals Ltd.,INE193E01025,BAJAJELEC,500031.000000,2023-12-31,True,2024-02-01,16610002.000000,2023-12-31,3.000000,3.000000,12740900000.000000,11737900000.000000,1003000000.000000,203500000.000000,289200000.000000,0.000000,510300000.000000,131100000.000000,379200000.000000,379200000.000000,230200000.000000,0.000000,1.647263,2.976242,False,-40.316549,-15.203690,1.643788,-40.833921,11448300000.000000,-7.688400,20.628717,3.2472395885378993,23.934241262796814,-47.81214148079889,503.134522726865,454.4706698707534,13.005444746575472
Thomas Cook (India) Ltd.,INE332A01027,THOMASCOOK,500413.000000,2023-12-31,True,2024-02-01,16610005.000000,2023-12-31,3.000000,3.000000,4641223000.000000,4329366000.000000,311857000.000000,86789000.000000,65876000.000000,0.000000,159192000.000000,48845000.000000,110347000.000000,110347000.000000,470400000.000000,0.000000,0.234581,2.377541,False,194.466740,27.718265,0.540391,81.578714,5851800000.000000,50.151984,134.218474,355.01030690407634,91.70087252392815,-137.46854289283544,-90.06159550592024,,9864302.391927414
Shaily Engineering Plastics Ltd.,INE151G01028,SHAILY,501423.000000,2023-12-31,True,2024-02-01,16610014.000000,2023-12-31,3.000000,3.000000,1457892900.000000,1235426000.000000,222466900.000000,49953100.000000,90480900.000000,0.000000,82032900.000000,19816200.000000,62216700.000000,62216700.000000,91735000.000000,0.000000,0.678222,4.267577,False,39.237087,8.438512,1.074192,4.489593,1587212000.000000,-1.342728,396.393281,16.966410016349233,-5.108702715144469,1962.1754981538477,1613.0413368772888,-98.7707795154369,-99.69874905536938
Adani Enterprises Ltd.,INE423A01024,ADANIENT,512599.000000,2024-02-01,True,2024-02-01,16610041.000000,2023-12-31,3.000000,3.000000,116240400000.000000,104560900000.000000,11679500000.000000,1679000000.000000,355100000.000000,0.000000,9645400000.000000,2460800000.000000,7184600000.000000,7184600000.000000,1140000000.000000,0.000000,6.302281,6.180811,False,166.382411,-7.122106,6.682368,62.359335,99000900000.000000,-55.876938,1644.768446,78.08456056910426,-28.21490329790816,7926.596770888882,185599.62606080194,-97.24625222189628,-83.45929552745413
MMTC Ltd.,INE123F01029,MMTC,513377.000000,2024-02-01,True,2024-02-01,16610052.000000,2023-12-31,3.000000,3.000000,633300000.000000,371000000.000000,262300000.000000,-9900000.000000,9800000.000000,100000.000000,262500000.000000,33500000.000000,229000000.000000,229000000.000000,1500000000.000000,0.000000,0.152667,36.159798,False,-68.220927,104.951456,0.071133,-99.044925,453200000.000000,21.371184,-3.436163,-95.83326242076569,-87.53532267007891,200.03810789306104,1970.6301710555135,187.59364633735694,-99.66596127213525
Jindal Worldwide Ltd.,INE247D01039,JINDWORLD,531543.000000,2024-02-01,True,2024-02-01,16610104.000000,2023-12-31,3.000000,3.000000,4467103000.000000,4041047000.000000,426056000.000000,94653000.000000,52266000.000000,0.000000,279137000.000000,69467000.000000,209670000.000000,209670000.000000,200520000.000000,0.000000,1.045631,4.693646,False,21.493594,7.088742,0.607371,-60.076968,4006442000.000000,-19.961300,166.826396,-41.4127656857081,-21.975867554038704,923.440652317767,335.0268099476394,22.787704293335587,84.21411733674772
MSTC Ltd.,INE255X01014,MSTCLTD,542597.000000,2023-12-31,True,2024-02-01,16610125.000000,2023-12-31,3.000000,3.000000,949390000.000000,355964000.000000,593426000.000000,0.000000,17096000.000000,0.000000,576330000.000000,183011000.000000,393319000.000000,393319000.000000,704000000.000000,0.000000,0.558692,41.428602,False,-17.791535,5.217019,0.973097,-4.160068,1206589000.000000,-34.209332,176.293087,-16.773260129829527,-36.883868568079656,759.141024057284,10063.924916714532,338.8718131436776,-72.42959586126585
Galaxy Cloud Kitchens Ltd.,INE403B01016,,506186.000000,2023-12-31,True,2024-02-01,16610211.000000,2023-12-31,3.000000,3.000000,19854000.000000,79040000.000000,-59186000.000000,3863000.000000,7946000.000000,0.000000,-70995000.000000,0.000000,-70995000.000000,-70995000.000000,449377000.000000,0.000000,-0.157985,-357.585373,False,-467.415281,-69.457734,-0.067970,-106.183340,33041000.000000,-75.515573,-145.667052,-496.7925388264872,-69.89093476410667,-140.30663900627007,5673.871755351682,1461.5176151761518,-63.39005821764443
Shoppers Stop Ltd.,INE498B01024,SHOPERSTOP,532638.000000,2024-02-01,True,2024-02-01,16610345.000000,2023-12-31,3.000000,3.000000,12101200000.000000,9914000000.000000,2187200000.000000,578700000.000000,1112200000.000000,0.000000,496300000.000000,140700000.000000,355600000.000000,355600000.000000,549700000.000000,0.000000,0.646898,2.938552,False,-42.846545,4.673512,0.032381,-90.219562,10356900000.000000,2.328775,10.198185,-21.331025327275672,8.52621524953993,180.56033364304648,46.660739785385665,70.98647077145594,33.26100583040307
Adani Power Ltd.,INE814H01011,ADANIPOWER,533096.000000,2024-02-01,True,2024-02-01,16610491.000000,2023-12-31,3.000000,3.000000,106476800000.000000,67494600000.000000,38982200000.000000,5364800000.000000,7973500000.000000,0.000000,25643900000.000000,4048900000.000000,21595000000.000000,21595000000.000000,38569400000.000000,0.000000,0.559900,20.281413,False,781.464550,29.924066,1.717784,12944.881737,123700700000.000000,3662.186740,3544.663749,337.6136644437635,120.18321152945295,-98.31221860050259,148.00559616483017,7177.7283575312185,-91.37440112913215
Taj GVK Hotels & Resorts Ltd.,INE586B01026,TAJGVK,532390.000000,2023-12-31,True,2024-02-01,16620007.000000,2023-12-31,3.000000,3.000000,1119300000.000000,707800000.000000,411500000.000000,30800000.000000,34500000.000000,0.000000,346200000.000000,104100000.000000,242100000.000000,242100000.000000,125400000.000000,0.000000,1.930622,21.629590,False,39.780600,6.034483,0.887560,-65.316298,904600000.000000,-20.697817,426.219827,-7.476493537015276,7.847669663766639,2173.6306315573247,-90.58933212029886,-11.562117664497581,369.1794485091913
Lemon Tree Hotels Ltd.,INE970X01018,LEMONTREE,541233.000000,2024-02-01,True,2024-02-01,16620202.000000,2023-12-31,3.000000,3.000000,1069826000.000000,431716000.000000,638110000.000000,122461000.000000,53299000.000000,0.000000,462350000.000000,124131000.000000,338219000.000000,338219000.000000,7916723000.000000,0.000000,0.042722,31.614393,False,40.237586,30.757601,0.018746,14.698716,782692000.000000,14.954353,18.733025,95.11258257409587,40.331734461179146,-54.73443081246754,381.47927027172943,-98.4112420320649,-92.597207876336
Chalet Hotels Ltd.,INE427F01016,CHALET,542399.000000,2024-02-01,True,2024-02-01,16620536.000000,2023-12-31,3.000000,3.000000,3783890000.000000,2045550000.000000,1738340000.000000,476220000.000000,351530000.000000,0.000000,910590000.000000,178720000.000000,731870000.000000,731870000.000000,2053950000.000000,0.000000,0.356323,19.341736,False,-27.846043,22.770263,0.173315,144.605724,3113750000.000000,31.239542,551.064298,77.48644877301415,41.99303960725169,2573.2499686103783,,-101.83566433566433,-100.0
Samhi Hotels Ltd.,INE08U801020,SAMHI,543984.000000,2023-12-15,True,2024-02-01,16620676.000000,2023-12-31,3.000000,3.000000,398510000.000000,332720000.000000,65790000.000000,114150000.000000,23260000.000000,-740270000.000000,-811890000.000000,0.000000,-811890000.000000,-811890000.000000,218040000.000000,0.000000,-3.723583,-203.731399,False,,,-2.219868,,427550000.000000,,0.000000,,,,,,
Restaurant Brands Asia Ltd.,INE07T201019,RBA,543248.000000,2024-02-01,True,2024-02-01,16620684.000000,2023-12-31,3.000000,3.000000,4485850000.000000,3746700000.000000,739150000.000000,280740000.000000,522480000.000000,0.000000,-64070000.000000,0.000000,-64070000.000000,-64070000.000000,4963600000.000000,0.000000,-0.012908,-1.428269,False,43.042042,19.266775,-0.018879,29.795169,4574460000.000000,21.695154,6201.758881,-3.0330606019416106,24.07492846446675,-100.9857244159722,-79.70010267781892,62082.98501536279,
Garden Reach Shipbuilders & Engineers Ltd.,INE382Z01011,GRSE,542011.000000,2023-12-31,True,2024-02-01,16680001.000000,2023-12-31,3.000000,3.000000,10046123000.000000,8743788000.000000,1302335000.000000,11251000.000000,104366000.000000,0.000000,1186718000.000000,304186000.000000,882532000.000000,882532000.000000,1145520000.000000,0.000000,0.770420,8.784802,False,38.064106,34.058610,0.704816,37.476864,9694613000.000000,34.118918,739.986024,36.78867166275149,29.645261433809605,3617.0883821932684,54760.453855609274,-95.76447929538595,-99.35436280464721
Mazagon Dock Shipbuilders Ltd.,INE249Z01012,MAZDOCK,543237.000000,2024-02-01,True,2024-02-01,16680004.000000,2023-12-31,3.000000,3.000000,26310800000.000000,18232900000.000000,8077900000.000000,12900000.000000,202700000.000000,0.000000,7862300000.000000,1946900000.000000,5915400000.000000,5915400000.000000,2016900000.000000,0.000000,2.932917,22.482783,False,75.395837,32.098908,1.551589,56.126522,20882500000.000000,11.586985,128.396403,67.74487689838776,21.67253041681746,173.5400205808705,2265.085978734773,470.60463984844444,810.3650962115432
Cochin Shipyard Ltd.,INE704P01025,COCHINSHIP,540678.000000,2024-02-01,True,2024-02-01,16680006.000000,2023-12-31,3.000000,3.000000,10776862000.000000,7013176000.000000,3763686000.000000,77059000.000000,151836000.000000,0.000000,3448400000.000000,968199000.000000,2480201000.000000,2480201000.000000,1315404000.000000,0.000000,1.885505,23.014130,False,109.467413,64.796674,1.452016,59.386067,10417636000.000000,39.952389,199.549329,4.299432765644843,2.3132605314929138,86.08533074823386,233.2323133087524,1472.7173648535422,-47.924118000988784
Gujarat Pipavav Port Ltd.,INE517F01014,GPPL,533248.000000,2024-02-01,True,2024-02-01,16680010.000000,2023-12-31,3.000000,3.000000,2886060000.000000,1103250000.000000,1782810000.000000,20150000.000000,291820000.000000,-1030000.000000,1469810000.000000,367050000.000000,1102760000.000000,1102760000.000000,4834400000.000000,0.000000,0.228107,38.209878,False,38.981171,9.996684,0.222727,51.935261,2742290000.000000,15.285724,37.775164,31.641218937188796,10.807501903954025,49.678649510789874,26.460238294105277,1.6378217689196135,2177.350491075482
Engineers India Ltd.,INE510A01028,ENGINERSIN,532178.000000,2024-02-01,True,2024-02-01,16690002.000000,2023-12-31,3.000000,3.000000,8855646000.000000,8084903000.000000,770743000.000000,6533000.000000,83346000.000000,0.000000,680864000.000000,178616000.000000,502248000.000000,502248000.000000,2810213000.000000,0.000000,0.178722,5.671500,False,5.111505,3.412129,0.363685,20.047947,8238465000.000000,-2.949804,46.558185,37.151786006537854,3.9686495803094823,-78.13609277981887,1706.2182517038664,460.0797754131154,-92.24130806629627
Gateway Distriparks Ltd.,INE079J01017,GATEWAY,543489.000000,2023-12-31,True,2024-02-01,16690076.000000,2023-12-31,3.000000,3.000000,3852077000.000000,2917972000.000000,934105000.000000,108601000.000000,219936000.000000,0.000000,605568000.000000,5803000.000000,599765000.000000,599765000.000000,4996438000.000000,0.000000,0.120039,15.569912,False,13.334492,13.582510,0.148141,21.341218,3991158000.000000,10.080989,15.028139,2.1564857906509243,8.021060449700707,37.23025645103752,3.382319052573469,,
Info Edge (India) Ltd.,INE663F01024,NAUKRI,532777.000000,2024-02-01,True,2024-02-01,16690077.000000,2023-12-31,3.000000,3.000000,6603770000.000000,3547140000.000000,3056630000.000000,45900000.000000,174020000.000000,0.000000,2836710000.000000,701400000.000000,2135310000.000000,2135310000.000000,1293840000.000000,0.000000,1.650366,32.334712,False,353.024444,11.027850,1.615579,23.967188,6565710000.000000,12.861367,443.663773,126.60967198473094,15.425399986903415,-96.02524324698341,45.06457086361693,3494.8759332759414,24.727375499256116
Rites Ltd.,INE320J01015,RITES,541556.000000,2024-02-01,True,2024-02-01,16690082.000000,2023-12-31,3.000000,3.000000,6777300000.000000,5085500000.000000,1691800000.000000,18800000.000000,125900000.000000,0.000000,1547100000.000000,361400000.000000,1185700000.000000,1185700000.000000,2403000000.000000,0.000000,0.493425,17.495168,False,-9.846411,0.257400,0.485185,-11.264175,6006700000.000000,-9.387540,43.222720,-10.083325413785339,-8.23312136602674,4.037544285617202,7.292533787600436,496.6232564480579,1972.0385701944756
City Online Services Ltd.,INE158C01014,,538674.000000,2023-12-31,True,2024-02-01,16690230.000000,2023-12-31,3.000000,3.000000,25466000.000000,23477000.000000,1989000.000000,358000.000000,935000.000000,0.000000,696000.000000,0.000000,696000.000000,696000.000000,51647000.000000,0.000000,0.013476,2.733056,False,-56.743319,-14.874983,-0.097740,-393.488372,27209000.000000,-4.088970,-66.183367,-163.0815988211457,40.0645586692642,40.890379790233276,3256.0771165129922,646.0937500000001,246.29898403483307
JSW Infrastructure Ltd.,INE880J01026,JSWINFRA,543994.000000,2023-12-31,True,2024-02-01,16690356.000000,2023-12-31,3.000000,3.000000,2698900000.000000,846600000.000000,1852300000.000000,560900000.000000,4500000.000000,0.000000,1286900000.000000,349600000.000000,937300000.000000,937300000.000000,4087100000.000000,0.000000,0.229331,34.728964,False,,,0.055923,,1986600000.000000,,0.000000,,,,,,
CARE Ratings Ltd.,INE752H01013,CARERATING,534804.000000,2023-12-31,True,2024-02-01,16690363.000000,2023-12-31,3.000000,3.000000,772582000.000000,396429000.000000,376153000.000000,4117000.000000,19701000.000000,0.000000,317335000.000000,94986000.000000,222349000.000000,222349000.000000,297729000.000000,0.000000,0.746817,28.779987,False,3.463524,17.802174,1.368708,5.483271,966228000.000000,12.195150,0.681023,2.9230964705107234,16.39134919678608,37.59507619171122,7.511883142139032,-95.04279881576106,-91.93535339131658
Just Dial Ltd.,INE599M01018,JUSTDIAL,535648.000000,2024-02-01,True,2024-02-01,16690415.000000,2023-12-31,3.000000,3.000000,3399000000.000000,2046800000.000000,1352200000.000000,21700000.000000,121200000.000000,0.000000,1209300000.000000,289200000.000000,920100000.000000,920100000.000000,850300000.000000,0.000000,1.082089,27.069726,False,21.204857,16.161444,0.844290,36.321908,3185300000.000000,21.687806,54.495099,65.77627538767713,29.109857132037497,138.28986049879842,32.09134102604675,-44.01108654885834,-78.95843569791928
Computer Age Management Services Ltd.,INE596I01012,CAMS,543232.000000,2024-02-01,True,2024-02-01,16690463.000000,2023-12-31,3.000000,3.000000,2766965000.000000,1455016000.000000,1311949000.000000,17901000.000000,151117000.000000,0.000000,1142931000.000000,287400000.000000,855531000.000000,855531000.000000,491431000.000000,0.000000,1.740898,30.919473,False,20.172392,15.749251,1.656699,16.492650,2626668000.000000,10.329388,7783.312081,14.64792956722806,9.925799763823672,38809.511616990974,310668.9023471075,96.8237037037037,-99.61562897077509
InterGlobe Aviation Ltd.,INE646L01027,INDIGO,539448.000000,2024-02-01,True,2024-02-01,16690529.000000,2023-12-31,3.000000,3.000000,200619240000.000000,143078740000.000000,57540500000.000000,10952110000.000000,16603450000.000000,0.000000,29984940000.000000,0.000000,29984940000.000000,29984940000.000000,3859450000.000000,0.000000,7.769226,14.946194,False,111.176251,30.198646,0.486946,111.837776,155021430000.000000,20.624620,15.839656,1018.6450139404346,36.04542351997318,-1692.5247415991912,497672.8654710054,41.48294952371737,-99.9594543400443
BLS International Services Ltd.,INE153T01027,BLS,540073.000000,2024-02-01,True,2024-02-01,16690562.000000,2023-12-31,3.000000,3.000000,323596000.000000,268464000.000000,55132000.000000,3080000.000000,14258000.000000,0.000000,37794000.000000,-12692000.000000,50486000.000000,50486000.000000,411741000.000000,0.000000,0.122616,15.601553,False,-33.796918,6.903911,0.359182,12.051299,405238000.000000,59.222820,-0.313854,-23.062210136344287,20.426316009037826,103.55432789787618,187.78467434495835,-97.56932838851091,-95.57071371237635
Matrimony.com Ltd.,INE866R01028,MATRIMONY,540704.000000,2023-12-31,True,2024-02-01,16690584.000000,2023-12-31,3.000000,3.000000,1226228000.000000,1000898000.000000,225330000.000000,12974000.000000,69565000.000000,0.000000,142791000.000000,33300000.000000,109491000.000000,109491000.000000,111302000.000000,0.000000,0.983729,8.929090,False,-3.187902,2.571850,1.094157,0.900443,1269217800.000000,7.410274,11.992548,-2.5396339294987746,5.061948548694252,-4.988230688622899,7.71235858311363,142.09576266186642,-61.70114261160413
Campus Activewear Ltd.,INE278Y01022,CAMPUS,543523.000000,2024-02-01,True,2024-02-01,16690783.000000,2023-12-31,3.000000,3.000000,4733700000.000000,4157600000.000000,576100000.000000,57800000.000000,183600000.000000,0.000000,334700000.000000,85800000.000000,248900000.000000,248900000.000000,1526300000.000000,0.000000,0.163074,5.258043,False,-48.585450,1.473321,0.002097,-97.804012,2591000000.000000,-22.404473,57.048141,0.682036335056518,20.255203097028637,430.6071139612893,54.264463386567044,,
PB Fintech Ltd.,INE417T01026,POLICYBZR,543390.000000,2024-02-01,True,2024-02-01,16691699.000000,2023-12-31,3.000000,3.000000,902908000.000000,624435000.000000,278473000.000000,1391000.000000,7464000.000000,0.000000,269618000.000000,0.000000,269618000.000000,269618000.000000,902004000.000000,0.000000,0.298910,29.861071,False,1250.639829,17.220437,0.020987,104.380877,775214000.000000,-5.981789,271.582672,156.14001663846403,20.700580594584167,-201.781073117608,-13.572548817525865,-59.072593730570475,-58.14859838466402
One97 Communications Ltd.,INE982J01020,PAYTM,543396.000000,2024-02-01,True,2024-02-01,16691701.000000,2023-12-31,3.000000,3.000000,22785000000.000000,23301000000.000000,-516000000.000000,51000000.000000,1969000000.000000,0.000000,-2536000000.000000,0.000000,-2536000000.000000,-2536000000.000000,635000000.000000,0.000000,-3.993701,-11.130129,False,40.603211,37.740297,-5.094669,43.844424,21110000000.000000,41.658838,-359.184072,51.47788266696376,46.28105451695894,-1957.5848177714927,157.0105561975381,,
Honasa Consumer Ltd.,INE0J5401028,HONASA,544014.000000,2023-12-31,True,2024-02-01,16691717.000000,2023-12-31,3.000000,3.000000,4618560000.000000,4167470000.000000,451090000.000000,21350000.000000,59050000.000000,0.000000,370690000.000000,81550000.000000,289140000.000000,289140000.000000,3217470000.000000,0.000000,0.089866,6.260393,False,,,0.276787,71.223740,4680360000.000000,19.633459,14.244748,,,,,,
eMudhra Ltd.,INE01QM01018,EMUDHRA,543533.000000,2023-12-31,True,2024-02-01,16691754.000000,2023-12-31,3.000000,3.000000,461754000.000000,412664000.000000,49090000.000000,4541000.000000,39358000.000000,0.000000,5191000.000000,1156000.000000,4035000.000000,4035000.000000,390362000.000000,0.000000,0.010337,0.873842,False,-91.051032,2.488331,0.266199,84.243737,564381000.000000,38.627677,-18.051919,-54.533894491386526,11.640176812132966,-1.6514576216627983,6.3235425177692,,
Dreamfolks Services Ltd.,INE0JS101016,DREAMFOLKS,543591.000000,2023-12-31,True,2024-02-01,16691769.000000,2023-12-31,3.000000,3.000000,3057320000.000000,2773440000.000000,283880000.000000,2790000.000000,9640000.000000,0.000000,271450000.000000,68450000.000000,203000000.000000,203000000.000000,106050000.000000,0.000000,1.914191,6.639802,False,5.413682,49.391892,1.710325,20.624280,2829820000.000000,64.231285,15.620931,34.71112740738042,71.97707539193638,,,,
Radiant Cash Management Services Ltd.,INE855R01021,RADIANTCMS,543732.000000,2023-12-31,True,2024-02-01,16691786.000000,2023-12-31,3.000000,3.000000,1012970000.000000,832340000.000000,180630000.000000,3180000.000000,15560000.000000,0.000000,161890000.000000,41640000.000000,120250000.000000,120250000.000000,106710000.000000,0.000000,1.126886,11.871033,False,-32.982553,8.607362,0.953238,-34.989006,954250000.000000,7.868738,43.332195,189.7550244662445,310.83854761326563,,,,
Blue Star Ltd.,INE472A01039,BLUESTARCO,500067.000000,2024-02-01,True,2024-02-01,17010002.000000,2023-12-31,3.000000,3.000000,20645900000.000000,19326800000.000000,1319100000.000000,112600000.000000,177900000.000000,0.000000,1028600000.000000,261700000.000000,766900000.000000,766900000.000000,411200000.000000,0.000000,1.865029,3.714539,False,-31.041540,24.815007,1.707685,9.196579,17533500000.000000,23.525806,177.916519,-1.107469979466847,20.2642534962743,56.31968255464352,40.434213265240956,1713.5381583713684,
Century Textiles & Industries Ltd.,INE055A01016,CENTURYTEX,500040.000000,2024-02-01,True,2024-02-01,17010003.000000,2023-12-31,3.000000,3.000000,12618300000.000000,10108700000.000000,2509600000.000000,263200000.000000,586400000.000000,0.000000,1660000000.000000,509200000.000000,1150800000.000000,1150800000.000000,1116900000.000000,0.000000,1.030352,9.120087,False,253.874539,6.752904,0.136807,-84.066736,11338800000.000000,-9.134766,57.283822,28.136007474672635,-1.539383662267889,74.40729644108983,27.22546894931185,,1047460.4395604396
Grasim Industries Ltd.,INE047A01021,GRASIM,500300.000000,2024-02-01,True,2024-02-01,17010006.000000,2023-12-31,3.000000,3.000000,65204100000.000000,58777500000.000000,6426600000.000000,1071400000.000000,2964500000.000000,0.000000,2390700000.000000,27600000.000000,2363100000.000000,2363100000.000000,1317000000.000000,0.000000,1.794305,3.624159,False,-8.186176,3.526343,6.034472,-17.596255,72023400000.000000,-3.978402,2454.399195,-47.9674364051846,-2.616806095223601,12329.877540745505,2266127.4431379,79.70404489911846,3287.4651810584955
Akzo Nobel India Ltd.,INE133A01011,AKZOINDIA,500710.000000,2024-02-01,True,2024-02-01,17010008.000000,2023-12-31,3.000000,3.000000,10411000000.000000,8663000000.000000,1748000000.000000,32000000.000000,201000000.000000,0.000000,1515000000.000000,377000000.000000,1138000000.000000,1138000000.000000,455000000.000000,0.000000,2.501099,10.930746,False,16.837782,4.193355,2.069222,44.090613,9652200000.000000,3.674292,703.261527,31.509898050592057,6.062907676086861,-9.451163853833238,264.4448342710768,6835.131116817067,637.1002677723103
Kesoram Industries Ltd.,INE087A01019,KESORAMIND,502937.000000,2023-12-31,True,2024-02-01,17010011.000000,2023-12-31,3.000000,3.000000,9022300000.000000,7902000000.000000,1120300000.000000,1226700000.000000,279200000.000000,0.000000,-385600000.000000,-24400000.000000,-361200000.000000,-361200000.000000,3106600000.000000,0.000000,-0.116269,-4.003414,False,-32.842957,-4.472350,-0.111730,15.915698,9079200000.000000,13.599339,49.959299,47.04851235959161,4.130095672586247,-258.7507852637227,60825.518533933006,909.8035439137133,
Larsen & Toubro Ltd.,INE018A01030,LT,500510.000000,2024-02-01,True,2024-02-01,17010013.000000,2023-12-31,3.000000,3.000000,328265200000.000000,291418700000.000000,36846500000.000000,6298400000.000000,4384500000.000000,0.000000,26163600000.000000,4801800000.000000,21361800000.000000,21361800000.000000,2749100000.000000,0.000000,7.770470,6.507482,False,19.644913,14.704366,9.857829,31.334286,303874000000.000000,11.211511,40.381881,27.233748125998257,12.147289528517405,12.023563382141976,34.837798502622846,196.11204295043586,14.533733073986532
Rallis India Ltd.,INE613A01020,RALLIS,500355.000000,2024-02-01,True,2024-02-01,17010015.000000,2023-12-31,3.000000,3.000000,6000000000.000000,5360000000.000000,640000000.000000,40000000.000000,300000000.000000,0.000000,300000000.000000,60000000.000000,240000000.000000,240000000.000000,190000000.000000,0.000000,1.263158,4.000000,False,8.950869,-5.133840,4.315789,18.145116,8370000000.000000,-12.196043,357.044762,-30.4237505592945,-7.3596048030398915,1853.1594561661389,555.9049593510656,-98.79201533636667,-91.09288548481756
Voltas Ltd.,INE226A01021,VOLTAS,500575.000000,2024-02-01,True,2024-02-01,17010017.000000,2023-12-31,3.000000,3.000000,16446900000.000000,15012600000.000000,1434300000.000000,64700000.000000,115400000.000000,0.000000,1254200000.000000,280900000.000000,973300000.000000,973300000.000000,330800000.000000,0.000000,2.942261,5.917833,False,119.607401,12.954048,3.083434,-90.357528,14162700000.000000,-3.976487,1606.792802,-61.06181739501627,0.7042183094942193,8037.4441197481265,37235.058440703215,117.72549019607843,52.15895316418454
3M India Ltd.,INE470A01017,3MINDIA,523395.000000,2024-02-01,True,2024-02-01,17010019.000000,2023-12-31,3.000000,3.000000,9556821000.000000,7750432000.000000,1806389000.000000,7631000.000000,128512000.000000,0.000000,1670246000.000000,424572000.000000,1245674000.000000,1245674000.000000,112651000.000000,0.000000,11.057816,13.034397,False,10.459805,1.300416,11.877081,,9901511000.000000,,14929.502523,-0.005815274815911249,-14.935567457019927,74670.62737245175,3313.3346446640503,-67.13167536065426,1947.5019929901205
DCM Shriram Ltd.,INE499A01024,DCMSHRIRAM,523367.000000,2024-02-01,True,2024-02-01,17010024.000000,2023-12-31,3.000000,3.000000,29932300000.000000,25238200000.000000,4694100000.000000,150100000.000000,752100000.000000,0.000000,3791900000.000000,1456200000.000000,2335700000.000000,2335700000.000000,313500000.000000,0.000000,7.450399,7.803276,False,-30.364916,-6.562592,0.807974,-86.114461,26562100000.000000,-3.831936,-30.301914,-57.065896706480224,-5.296608088604849,31.333779671649854,29.577325485257223,38.46974131045732,12.464747427233117
BEML Ltd.,INE258A01016,BEML,500048.000000,2024-02-01,True,2024-02-01,17010049.000000,2023-12-31,3.000000,3.000000,10813899700.000000,9910497200.000000,903402500.000000,75177200.000000,157529000.000000,0.000000,670696300.000000,186529900.000000,484166400.000000,484166400.000000,416445000.000000,0.000000,1.162618,4.477260,False,-27.244653,4.003806,1.251242,,9242713600.000000,,8429.685656,-41.75760470782132,-20.286819096491133,42233.34771835573,30139.08153981809,9.923242368633945,-65.61047327140092
